reaction;jaccardindex;KolmogorovSmirnow;KolmogorovSmirenow_pvalue;T - test_pvalue;Anova_pvalue;Wilcoxon_Mann_Whitney_pvalue;Mean;Std;Mode;Median;skew;kurt;Ttest_H;Ttest_pvalue;minFlux_lungmetastasis;minFlux_brainmetastasis;maxFlux_lungmetastasis;maxFlux_brainmetastasis
Acyl-CoA hydrolysis;;;;;;;;;;;;;;;;;;;
HMR_0168;2,670138889;-0.3318;0.14496;0;0;0;297.0194__139.0045;272.4384__277.2418;1000__500;304.2258__144.0897;-0.17039__-0.085019;2.8978__3.0779;1;0;1.136.489;-414.398;4.851.914;3.161.369
HMR_0188;0.74313;-0.1132;0.14496;1,54E-43;1,54E-43;8,43E-42;0.10498__0.093087;0.059304__0.056514;0__3.2014e-05;0.10014__0.08853;0.6603__0.59916;3.7944__3.3823;1;1,54E-43;0.061293;0.049046;0.14178;0,904166667
HMR_0192;0.74313;-0.1132;0.14496;1,54E-43;1,54E-43;8,43E-42;0.10498__0.093087;0.059304__0.056514;0__3.2014e-05;0.10014__0.08853;0.6603__0.59916;3.7944__3.3823;1;1,54E-43;0.061293;0.049046;0.14178;0,904166667
HMR_0196;0.74313;-0.1132;0.14496;1,54E-43;1,54E-43;8,43E-42;3.4907__3.0951;1.9719__1.8791;0__0.0010645;3.3297__2.9436;0.6603__0.59916;3.7944__3.3823;1;1,54E-43;2.038;16.308;47.141;43.293
HMR_0200;0.74313;0,786111111;0.14496;1,54E-43;1,54E-43;8,43E-42;-0.10498__-0.093087;0.059304__0.056514;0__-0.39669;-0.10014__-0.08853;-0.6603__-0.59916;3.7944__3.3823;1;1,54E-43;-0.14178;-0.1302;-0.061293;-0.049046
HMR_0204;0.74313;0,786111111;0.14496;1,54E-43;1,54E-43;8,43E-42;-0.10498__-0.093087;0.059304__0.056514;0__-0.39669;-0.10014__-0.08853;-0.6603__-0.59916;3.7944__3.3823;1;1,54E-43;-0.14178;-0.1302;-0.061293;-0.049046
HMR_0209;0.74313;-0.1132;0.14496;1,54E-43;1,54E-43;8,43E-42;0.10498__0.093087;0.059304__0.056514;0__3.2014e-05;0.10014__0.08853;0.6603__0.59916;3.7944__3.3823;1;1,54E-43;0.061293;0.049046;0.14178;0,904166667
HMR_0213;0.74313;-0.1132;0.14496;1,54E-43;1,54E-43;8,43E-42;0.10498__0.093087;0.059304__0.056514;0__3.2014e-05;0.10014__0.08853;0.6603__0.59916;3.7944__3.3823;1;1,54E-43;0.061293;0.049046;0.14178;0,904166667
HMR_0217;0.74313;-0.1132;0.14496;1,54E-43;1,54E-43;8,43E-42;58.2657__51.6633;32.9138__31.3655;0__0.017768;55.5784__49.1344;0.6603__0.59916;3.7944__3.3823;1;1,54E-43;340.178;272.208;786.858;722.629
HMR_0226;0.74313;-0.1132;0.14496;1,54E-43;1,54E-43;8,43E-42;5.7478__5.0965;3.2469__3.0942;0__0.0017528;5.4827__4.847;0.6603__0.59916;3.7944__3.3823;1;1,54E-43;33.558;26.853;77.623;71.286
HMR_0233;0.74313;-0.1132;0.14496;1,54E-43;1,54E-43;8,43E-42;0.10498__0.093087;0.059304__0.056514;0__3.2014e-05;0.10014__0.08853;0.6603__0.59916;3.7944__3.3823;1;1,54E-43;0.061293;0.049046;0.14178;0,904166667
HMR_0237;0.74313;-0.1132;0.14496;1,54E-43;1,54E-43;8,43E-42;0.10498__0.093087;0.059304__0.056514;0__3.2014e-05;0.10014__0.08853;0.6603__0.59916;3.7944__3.3823;1;1,54E-43;0.061293;0.049046;0.14178;0,904166667
HMR_0241;0.74313;0,786111111;0.14496;1,54E-43;1,54E-43;8,43E-42;-0.10498__-0.093087;0.059304__0.056514;-0.18792__-0.39669;-0.10014__-0.08853;-0.6603__-0.59916;3.7944__3.3823;1;1,54E-43;-0.14178;-0.1302;-0.061293;-0.049046
HMR_0245;0.74313;-0.1132;0.14496;1,54E-43;1,54E-43;8,43E-42;0.10498__0.093087;0.059304__0.056514;0__3.2014e-05;0.10014__0.08853;0.6603__0.59916;3.7944__3.3823;1;1,54E-43;0.061293;0.049046;0.14178;0,904166667
HMR_0249;0.74313;-0.1132;0.14496;1,54E-43;1,54E-43;8,43E-42;39.3162__34.8611;22.2094__21.1646;0__0.011989;37.5029__33.1547;0.6603__0.59916;3.7944__3.3823;1;1,54E-43;229.543;183.679;530.952;487.612
HMR_0255;0.74313;0,786111111;0.14496;1,54E-43;1,54E-43;8,43E-42;-0.10498__-0.093087;0.059304__0.056514;-0.18792__-0.39669;-0.10014__-0.08853;-0.6603__-0.59916;3.7944__3.3823;1;1,54E-43;-0.14178;-0.1302;-0.061293;-0.049046
HMR_0259;0.74313;-0.1132;0.14496;1,54E-43;1,54E-43;8,43E-42;6.5615__5.8179;3.7065__3.5321;0__0.0020009;6.2588__5.5332;0.6603__0.59916;3.7944__3.3823;1;1,54E-43;38.308;30.654;8.861;81.377
HMR_0267;0.74313;-0.1132;0.14496;1,54E-43;1,54E-43;8,43E-42;0.10498__0.093087;0.059304__0.056514;0__3.2014e-05;0.10014__0.08853;0.6603__0.59916;3.7944__3.3823;1;1,54E-43;0.061293;0.049046;0.14178;0,904166667
HMR_0275;0.74313;0,786111111;0.14496;1,54E-43;1,54E-43;8,43E-42;-0.10498__-0.093087;0.059304__0.056514;0__-0.39669;-0.10014__-0.08853;-0.6603__-0.59916;3.7944__3.3823;1;1,54E-43;-0.14178;-0.1302;-0.061293;-0.049046
HMR_0279;0.74313;-0.1132;0.14496;1,54E-43;1,54E-43;8,43E-42;0.10498__0.093087;0.059304__0.056514;0__3.2014e-05;0.10014__0.08853;0.6603__0.59916;3.7944__3.3823;1;1,54E-43;0.061293;0.049046;0.14178;0,904166667
HMR_0283;0.74313;-0.1132;0.14496;1,54E-43;1,54E-43;8,43E-42;0.10498__0.093087;0.059304__0.056514;0__3.2014e-05;0.10014__0.08853;0.6603__0.59916;3.7944__3.3823;1;1,54E-43;0.061293;0.049046;0.14178;0,904166667
HMR_0289;0.74313;0,786111111;0.14496;1,54E-43;1,54E-43;8,43E-42;-0.10498__-0.093087;0.059304__0.056514;-0.18792__-0.39669;-0.10014__-0.08853;-0.6603__-0.59916;3.7944__3.3823;1;1,54E-43;-0.14178;-0.1302;-0.061293;-0.049046
HMR_0293;0.74313;-0.1132;0.14496;1,54E-43;1,54E-43;8,43E-42;0.10498__0.093087;0.059304__0.056514;0__3.2014e-05;0.10014__0.08853;0.6603__0.59916;3.7944__3.3823;1;1,54E-43;0.061293;0.049046;0.14178;0,904166667
HMR_0297;0.74313;0,786111111;0.14496;1,54E-43;1,54E-43;8,43E-42;-0.10498__-0.093087;0.059304__0.056514;-0.18792__-0.39669;-0.10014__-0.08853;-0.6603__-0.59916;3.7944__3.3823;1;1,54E-43;-0.14178;-0.1302;-0.061293;-0.049046
HMR_0301;0.74313;-0.1132;0.14496;1,54E-43;1,54E-43;8,43E-42;0.10498__0.093087;0.059304__0.056514;0__3.2014e-05;0.10014__0.08853;0.6603__0.59916;3.7944__3.3823;1;1,54E-43;0.061293;0.049046;0.14178;0,904166667
HMR_0305;0.74313;-0.1132;0.14496;1,54E-43;1,54E-43;8,43E-42;0.10498__0.093087;0.059304__0.056514;0__3.2014e-05;0.10014__0.08853;0.6603__0.59916;3.7944__3.3823;1;1,54E-43;0.061293;0.049046;0.14178;0,904166667
HMR_0309;0.74313;-0.1132;0.14496;1,54E-43;1,54E-43;8,43E-42;0.10498__0.093087;0.059304__0.056514;0__3.2014e-05;0.10014__0.08853;0.6603__0.59916;3.7944__3.3823;1;1,54E-43;0.061293;0.049046;0.14178;0,904166667
HMR_0313;0.74313;-0.1132;0.14496;1,54E-43;1,54E-43;8,43E-42;0.10498__0.093087;0.059304__0.056514;0__3.2014e-05;0.10014__0.08853;0.6603__0.59916;3.7944__3.3823;1;1,54E-43;0.061293;0.049046;0.14178;0,904166667
HMR_0319;0.74313;-0.1132;0.14496;1,54E-43;1,54E-43;8,43E-42;0.10498__0.093087;0.059304__0.056514;0__3.2014e-05;0.10014__0.08853;0.6603__0.59916;3.7944__3.3823;1;1,54E-43;0.061293;0.049046;0.14178;0,904166667
HMR_0323;0.74313;-0.1132;0.14496;1,54E-43;1,54E-43;8,43E-42;0.10498__0.093087;0.059304__0.056514;0__3.2014e-05;0.10014__0.08853;0.6603__0.59916;3.7944__3.3823;1;1,54E-43;0.061293;0.049046;0.14178;0,904166667
HMR_0327;0.74313;-0.1132;0.14496;1,54E-43;1,54E-43;8,43E-42;0.10498__0.093087;0.059304__0.056514;0__3.2014e-05;0.10014__0.08853;0.6603__0.59916;3.7944__3.3823;1;1,54E-43;0.061293;0.049046;0.14178;0,904166667
HMR_0331;0.74313;-0.1132;0.14496;1,54E-43;1,54E-43;8,43E-42;0.10498__0.093087;0.059304__0.056514;0__3.2014e-05;0.10014__0.08853;0.6603__0.59916;3.7944__3.3823;1;1,54E-43;0.061293;0.049046;0.14178;0,904166667
HMR_0337;0.74313;-0.1132;0.14496;1,54E-43;1,54E-43;8,43E-42;0.10498__0.093087;0.059304__0.056514;0__3.2014e-05;0.10014__0.08853;0.6603__0.59916;3.7944__3.3823;1;1,54E-43;0.061293;0.049046;0.14178;0,904166667
HMR_0341;0.74313;-0.1132;0.14496;1,54E-43;1,54E-43;8,43E-42;0.10498__0.093087;0.059304__0.056514;0__3.2014e-05;0.10014__0.08853;0.6603__0.59916;3.7944__3.3823;1;1,54E-43;0.061293;0.049046;0.14178;0,904166667
HMR_0345;0.74313;-0.1132;0.14496;1,54E-43;1,54E-43;8,43E-42;0.10498__0.093087;0.059304__0.056514;0__3.2014e-05;0.10014__0.08853;0.6603__0.59916;3.7944__3.3823;1;1,54E-43;0.061293;0.049046;0.14178;0,904166667
HMR_0349;0.74313;-0.1132;0.14496;1,54E-43;1,54E-43;8,43E-42;2.2046__1.9548;1.2454__1.1868;0__0.0006723;2.103__1.8591;0.6603__0.59916;3.7944__3.3823;1;1,54E-43;12.872;01.03;29.773;27.343
HMR_0353;0.74313;-0.1132;0.14496;1,54E-43;1,54E-43;8,43E-42;0.65615__0.58179;0.37065__0.35321;0__0.00020009;0.62588__0.55332;0.6603__0.59916;3.7944__3.3823;1;1,54E-43;0.38308;0.30654;6,153472222;0.81377
HMR_0357;0.74313;-0.1132;0.14496;1,54E-43;1,54E-43;8,43E-42;3.0183__2.6763;1.705__1.6248;0__0.00092041;2.8791__2.5453;0.6603__0.59916;3.7944__3.3823;1;1,54E-43;17.622;14.101;40.761;37.433
HMR_0361;0.74313;-0.1132;0.14496;1,54E-43;1,54E-43;8,43E-42;3.0445__2.6995;1.7198__1.6389;0__0.00092841;2.9041__2.5674;0.6603__0.59916;3.7944__3.3823;1;1,54E-43;17.775;14.223;41.115;37.759
HMR_0365;0.74313;-0.1132;0.14496;1,54E-43;1,54E-43;8,43E-42;1.5485__1.373;0.87474__0.83359;0__0.00047221;1.4771__1.3058;0.6603__0.59916;3.7944__3.3823;1;1,54E-43;0.90408;0.72343;20.912;19.205
HMR_0369;0.74313;0,786111111;0.14496;1,54E-43;1,54E-43;8,43E-42;-0.10498__-0.093087;0.059304__0.056514;0__-0.39669;-0.10014__-0.08853;-0.6603__-0.59916;3.7944__3.3823;1;1,54E-43;-0.14178;-0.1302;-0.061293;-0.049046
HMR_0373;0.74313;0,786111111;0.14496;1,54E-43;1,54E-43;8,43E-42;-0.10498__-0.093087;0.059304__0.056514;0__-0.39669;-0.10014__-0.08853;-0.6603__-0.59916;3.7944__3.3823;1;1,54E-43;-0.14178;-0.1302;-0.061293;-0.049046
HMR_0377;0.74313;-0.1132;0.14496;1,54E-43;1,54E-43;8,43E-42;7.2963__6.4696;4.1216__3.9277;0__0.002225;6.9598__6.1529;0.6603__0.59916;3.7944__3.3823;1;1,54E-43;42.599;34.087;98.535;90.491
HMR_0381;0.74313;0,786111111;0.14496;1,54E-43;1,54E-43;8,43E-42;-0.10498__-0.093087;0.059304__0.056514;0__-0.39669;-0.10014__-0.08853;-0.6603__-0.59916;3.7944__3.3823;1;1,54E-43;-0.14178;-0.1302;-0.061293;-0.049046
HMR_0385;0.74313;0,786111111;0.14496;1,54E-43;1,54E-43;8,43E-42;-0.10498__-0.093087;0.059304__0.056514;0__-0.39669;-0.10014__-0.08853;-0.6603__-0.59916;3.7944__3.3823;1;1,54E-43;-0.14178;-0.1302;-0.061293;-0.049046
HMR_0389;0.74313;0,786111111;0.14496;1,54E-43;1,54E-43;8,43E-42;-0.10498__-0.093087;0.059304__0.056514;0__-0.39669;-0.10014__-0.08853;-0.6603__-0.59916;3.7944__3.3823;1;1,54E-43;-0.14178;-0.1302;-0.061293;-0.049046
HMR_0393;0.74313;0,786111111;0.14496;1,54E-43;1,54E-43;8,43E-42;-0.10498__-0.093087;0.059304__0.056514;-0.18792__-0.39669;-0.10014__-0.08853;-0.6603__-0.59916;3.7944__3.3823;1;1,54E-43;-0.14178;-0.1302;-0.061293;-0.049046
HMR_0397;0.74313;-0.1132;0.14496;1,54E-43;1,54E-43;8,43E-42;50.2607__44.5655;28.3919__27.0563;0__0.015327;47.9426__42.384;0.6603__0.59916;3.7944__3.3823;1;1,54E-43;293.442;23.481;678.754;623.349
HMR_0401;0.74313;-0.1132;0.14496;1,54E-43;1,54E-43;8,43E-42;0.76113__0.67488;0.42996__0.40973;0__0.0002321;0.72602__0.64185;0.6603__0.59916;3.7944__3.3823;1;1,54E-43;0.44438;0.35559;10.279;0.94397
HMR_0405;0.74313;-0.1132;0.14496;1,54E-43;1,54E-43;8,43E-42;5.6428__5.0034;3.1876__3.0376;0__0.0017208;5.3826__4.7585;0.6603__0.59916;3.7944__3.3823;1;1,54E-43;32.945;26.362;76.205;69.984
HMR_0409;0.74313;-0.1132;0.14496;1,54E-43;1,54E-43;8,43E-42;28.4242__25.2033;16.0566__15.3013;0__0.0086678;27.1132__23.9696;0.6603__0.59916;3.7944__3.3823;1;1,54E-43;165.952;132.793;383.859;352.526
HMR_0413;0.74313;-0.1132;0.14496;1,54E-43;1,54E-43;8,43E-42;0.36744__0.3258;0.20756__0.1978;0__0.00011205;0.35049__0.30986;0.6603__0.59916;3.7944__3.3823;1;1,54E-43;0.21453;0.17166;0.49622;0.45571
HMR_0417;0.74313;0,786111111;0.14496;1,54E-43;1,54E-43;8,43E-42;-0.10498__-0.093087;0.059304__0.056514;0__-0.39669;-0.10014__-0.08853;-0.6603__-0.59916;3.7944__3.3823;1;1,54E-43;-0.14178;-0.1302;-0.061293;-0.049046
HMR_0421;0.74313;0,786111111;0.14496;1,54E-43;1,54E-43;8,43E-42;-0.10498__-0.093087;0.059304__0.056514;0__-0.39669;-0.10014__-0.08853;-0.6603__-0.59916;3.7944__3.3823;1;1,54E-43;-0.14178;-0.1302;-0.061293;-0.049046
HMR_0425;0.74313;0,786111111;0.14496;1,54E-43;1,54E-43;8,43E-42;-0.99734__-0.88433;0.56339__0.53689;0__-3.7685;-0.95134__-0.84104;-0.6603__-0.59916;3.7944__3.3823;1;1,54E-43;-13.469;-12.369;-0.58229;-0.46594
HMR_0429;0.74313;0,786111111;0.14496;1,54E-43;1,54E-43;8,43E-42;-0.10498__-0.093087;0.059304__0.056514;-0.18792__-0.39669;-0.10014__-0.08853;-0.6603__-0.59916;3.7944__3.3823;1;1,54E-43;-0.14178;-0.1302;-0.061293;-0.049046
HMR_0433;0.74313;0,786111111;0.14496;1,54E-43;1,54E-43;8,43E-42;-0.10498__-0.093087;0.059304__0.056514;-0.18792__-0.39669;-0.10014__-0.08853;-0.6603__-0.59916;3.7944__3.3823;1;1,54E-43;-0.14178;-0.1302;-0.061293;-0.049046
HMR_0437;0.74313;-0.1132;0.14496;1,54E-43;1,54E-43;8,43E-42;0.10498__0.093087;0.059304__0.056514;0__3.2014e-05;0.10014__0.08853;0.6603__0.59916;3.7944__3.3823;1;1,54E-43;0.061293;0.049046;0.14178;0,904166667
Fatty acid biosynthesis;;;;;;;;;;;;;;;;;;;
DESAT18_10;1;6,098611111;1,025694444;0;0;0;-1.5165e-16__4.6801e-16;2.5707e-16__2.9401e-16;0__0;-1.2833e-16__4.522e-16;-0.29245__0.22521;3.4849__3.1328;1;0;-3,07E-12;2,71E-12;6,93E-14;6,46E-12;DESAT18_10;1;6,098611111;1,025694444;0;0;0;-1.5165e-16__4.6801e-16;2.5707e-16__2.9401e-16;0__0;-1.2833e-16__4.522e-16;-0.29245__0.22521;3.4849__3.1328;1;0;-3,07E-12;2,71E-12;6,93E-14;6,46E-12
DESAT18_9;1;0,442361111;0.14847;5,20E-40;3,00E-40;2,73E-11;-9.1025e-17__5.8089e-15;1.869e-16__4.2179e-14;0__0;-7.7197e-17__2.2302e-15;-0.17388__0.47469;3.4604__3.7479;1;5,20E-40;-2,00E-12;-2,09E-11;1,62E-13;2,76E-10;DESAT18_9;1;0,442361111;0.14847;5,20E-40;3,00E-40;2,73E-11;-9.1025e-17__5.8089e-15;1.869e-16__4.2179e-14;0__0;-7.7197e-17__2.2302e-15;-0.17388__0.47469;3.4604__3.7479;1;5,20E-40;-2,00E-12;-2,09E-11;1,62E-13;2,76E-10
Fatty acid oxidation;;;;;;;;;;;;;;;;;;;
C181CPT1;0.74313;-0.1132;0.14496;1,54E-43;1,54E-43;8,43E-42;40.5498__35.9549;22.9062__21.8287;0__0.012365;38.6795__34.1949;0.6603__0.59916;3.7944__3.3823;1;1,54E-43;236.745;189.442;547.611;502.911;C181CPT1;0.74313;-0.1132;0.14496;1,54E-43;1,54E-43;8,43E-42;40.5498__35.9549;22.9062__21.8287;0__0.012365;38.6795__34.1949;0.6603__0.59916;3.7944__3.3823;1;1,54E-43;236.745;189.442;547.611;502.911
r1400;0.50369;1,730555556;0.14496;2,31E-172;4,67E-170;2,58E-195;-0.0098999__-0.0087058;0.0032339__0.0026855;-0.020872__-0.019301;-0.0097925__-0.0085788;-1.979__-1.0374;17.5475__9.3512;1;2,31E-172;-0.011532;-0.01029;-0.0079786;-0.0069417
FAOXC6C4m;0;6,928472222;0.14607;0;0;0;-8.2253e-13__0.13022;3.9374e-11__0.090753;0__0;-8.4893e-13__0.11847;0.2997__1.0526;3.0546__5.8275;1;0;-2,75E-07;0.058172;2,07E-07;0.18651
SUBERCACT;1;0;1;none;none;none;0__0;0__0;0__0;0__0;none;none;none;none;0;0;0;0
HXCOAc;0.38495;2,301388889;0.14496;0;0;0;-296.5646__-138.7348;272.4035__277.2177;-999.0412__-999.1271;-303.8195__-143.8192;0.17049__0.085113;2.8976__3.0778;1;0;-4.847.671;-3.159.034;-1.132.696;416.214
HXCOAx;1;0;1;none;none;none;0__0;0__0;0__0;0__0;none;none;none;none;0;0;0;0
Folate metabolism;;;;;;;;;;;;;;;;;;;
HMR_3929;1;0;1;none;none;none;0__0;0__0;0__0;0__0;none;none;none;none;0;0;0;0
HMR_3972;0.26432;2,870833333;0.14496;0;0;0;80.33361__112.644;50.7022__40.8339;0__-1.0037e-16;73.60704__107.4175;1.0556__0.77913;5.1049__4.4026;1;0;433.786;838.827;1.087.711;1.375.402
HMR_4335;0.26432;2,870833333;0.14496;0;0;0;80.33526__112.6454;50.7025__40.8341;-6.8873e-11__-9.9242e-17;73.60854__107.4188;1.0556__0.77913;5.105__4.4026;1;0;433.802;838.839;1.087.729;1.375.417
HMR_4655;0;4,870833333;0.14496;0;0;0;-197.3964__-112.6454;73.1798__40.8341;-796.7263__-408.9845;-189.922__-107.4188;-0.746__-0.77913;5.3723__4.4026;1;0;-2.436.672;-1.375.417;-1.444.749;-838.839
HMR_4656;0.26432;2,870833333;0.14496;0;0;0;80.33526__112.6454;50.7025__40.8341;-6.8873e-11__-9.9242e-17;73.60854__107.4188;1.0556__0.77913;5.105__4.4026;1;0;433.802;838.839;1.087.729;1.375.417
HMR_8132;0.50369;-0.2492;0.14496;2,31E-172;4,67E-170;2,58E-196;13.472__11.847;4.4007__3.6545;-1.61959e-10__26.2648;13.3259__11.6742;1.979__1.0374;17.5475__9.3512;1;2,31E-172;108.574;94.464;156.926;140.035
HMR_8144;1;0,928472222;0.14915;3,82E-70;9,57E-71;9,48E-65;0__2.8763e-15;0__1.5659e-14;0__0;0__1.2164e-15;none;none;1;3,82E-70;0;-6,84E-11;0;1,22E-10
Galactose metabolism;;;;;;;;;;;;;;;;;;;
HMR_3944;0.58015;-0.2325;0.14556;1,64E-157;5,53E-165;7,77E-145;415.2615__323.7025;246.4444__215.3341;1000__500;397.5779__297.5873;0.32375__0.53191;2.3066__2.5854;1;1,64E-157;218.422;1.435.724;5.874.897;4.759.627
HMR_4131;0.83396;0.0006;0.14513;0.072698;0.067376;0.56141;415.3527__409.2851;248.4018__219.8172;500__500;401.2521__416.2905;0.1834__0.046388;2.0174__2.1829;0;0.072698;2.067.466;2.349.937;6.119.142;5.728.856
HMR_8767;0.83396;0.0008;0.14513;0.072698;0.067376;0.56141;415.3527__409.2851;248.4018__219.8172;500__500;401.2521__416.2905;0.1834__0.046388;2.0174__2.1829;0;0.072698;2.067.466;2.349.937;6.119.142;5.728.856
Glutathione metabolism;;;;;;;;;;;;;;;;;;;
HMR_4116;0.50369;-0.2492;0.14496;2,31E-172;4,67E-170;2,58E-195;0.001927__0.0016945;0.00062946__0.00052273;0.00058903__0.0037568;0.0019061__0.0016698;1.979__1.0374;17.5475__9.3512;1;2,31E-172;0.001553;0.0013512;0.0022446;0.002003
Glycerophospholipid metabolism;;;;;;;;;;;;;;;;;;;
HMR_0579;0.50369;-0.2492;0.14496;2,31E-172;4,67E-170;2,58E-195;0.18072__0.15893;0.059035__0.049025;0.055243__0.35234;0.17876__0.15661;1.979__1.0374;17.5475__9.3512;1;2,31E-172;0.14565;0.12672;0.21051;0.18786
HMR_0580;0.50369;-0.2492;0.14496;2,31E-172;4,67E-170;2,58E-195;0.18072__0.15893;0.059035__0.049025;0.055243__0.35234;0.17876__0.15661;1.979__1.0374;17.5475__9.3512;1;2,31E-172;0.14565;0.12672;0.21051;0.18786
HMR_0581;0.50369;-0.2492;0.14496;2,31E-172;4,67E-170;2,58E-195;0.18072__0.15893;0.059035__0.049025;0.055243__0.35234;0.17876__0.15661;1.979__1.0374;17.5475__9.3512;1;2,31E-172;0.14565;0.12672;0.21051;0.18786
HMR_0586;0.50369;-0.2492;0.14496;2,31E-172;4,67E-170;2,58E-195;0.18072__0.15893;0.059035__0.049025;0.055243__0.35234;0.17876__0.15661;1.979__1.0374;17.5475__9.3512;1;2,31E-172;0.14565;0.12672;0.21051;0.18786
HMR_0598;0.50369;-0.2492;0.14496;2,31E-172;4,67E-170;2,58E-195;0.00165__0.001451;0.00053898__0.00044759;0.00050436__0.0032168;0.0016321__0.0014298;1.979__1.0374;17.5475__9.3512;1;2,31E-172;0.0013298;0.0011569;0.001922;0.0017151
HMR_0632;0.50369;-0.2492;0.14496;2,31E-172;4,67E-170;2,58E-195;4.9739__4.3739;1.6248__1.3493;1.5204__-1.0309e-10;4.9199__4.3101;1.979__1.0374;17.5475__9.3512;1;2,31E-172;40.086;34.876;57.938;51.701
Glycine, serine and threonine metabolism;;;;;;;;;;;;;;;;;;;
HMR_4584;0.80947;-0.0748;0.14496;4,16E-14;5,42E-13;2,13E-15;-32.7632__-61.0632;259.2211__216.1529;-500__-1000;-21.5533__-43.0072;-0.24665__-0.22607;3.3307__3.8018;1;4,16E-14;-1.909.625;-1.926.655;1.326.824;723.971
Glycolysis / Gluconeogenesis;;;;;;;;;;;;;;;;;;;
HMR_3905;1;4,127777778;0.14838;0;0;0;-1.0407e-14__3.2627e-14;3.9958e-14__4.9845e-14;0__0;-6.8751e-15__3.141e-14;-0.24028__-0.27345;3.7066__4.3816;1;0;-3,36E-10;5,40E-11;1,30E-10;6,03E-10
HMR_4137;0.50369;-0.2492;0.14496;2,31E-172;4,67E-170;2.58e-199;0.77577__0.6822;0.25341__0.21044;0.23713__-1.6079e-11;0.76736__0.67225;1.979__1.0374;17.5475__9.3512;1;2,31E-172;0.62521;0.54396;0.90364;0.80638
HMR_4388;0.59157;0,147916667;0.14496;5,98E-155;1,55E-137;5,70E-129;165.9627__214.7805;125.3588__144.3603;-1.1661e-12__-1.2096e-11;139.4411__197.5951;0.82826__0.74665;3.1129__3.5217;1;5,98E-155;633.776;990.738;2.451.713;3.103.433
HMR_8357;1;0;1;none;none;none;0__0;0__0;0__0;0__0;none;none;none;none;0;0;0;0
HMR_4301;0.68341;-0.1218;1,009027778;5,54E-66;6,24E-63;5,52E-57;515.3817__458.6559;235.8275__226.49;0__0;510.7372__458.5621;0.0088165__0.10255;2.2631__2.288;1;5,54E-66;3.419.269;2.847.228;6.906.793;6.193.621
HMR_4355;0.89253;0,102777778;0.14496;0.011619;0.012225;0.37873;271.0518__277.0711;162.6161__176.8027;0__0;255.3697__255.3508;0.54673__0.52731;2.9385__2.6076;1;0.011619;1.439.573;134.344;3.779.554;396.517
HMR_4363;0.47924;1,821527778;0.14505;3,59E-265;1,25E-257;7,34E-235;469.2211__562.2997;197.0582__177.7175;1000__1000;473.1337__563.2618;-0.18005__-0.22529;2.8569__3.0501;1;3,59E-265;3.342.111;445.577;6.152.485;6.882.506
HMR_4365;0.86423;-0.0728;0.14496;7,67E-16;1,66E-14;8,80E-13;-414.85__-435.5644;162.0154__171.2534;-999.8537__-999.8923;-410.5749__-431.6383;-0.20859__-0.15967;2.9983__2.7019;1;7,67E-16;-5.280.277;-554.299;-3.012.404;-3.093.265
HMR_4368;0.11753;-0.5586;0.14496;0;0;0;23.56795__-267.3955;257.6874__280.7354;499.9431__-1000;24.81097__-270.9661;-0.056675__0.18054;3.2565__2.7558;1;0;-1.500.211;-4.747.019;2.030.522;-703.663
HMR_4371;0;6,933333333;0.14496;0;0;0;0.02697755__346.7641;0.008812471__225.9066;0.008246366__500.0526;0.02668497__321.0472;1.979__0.47682;17.5475__2.49097;1;0;0.021742;1.600.005;0.031424;5.073.312
HMR_4373;0.86423;-0.0728;0.14513;7,95E-16;1,72E-14;9,05E-13;-414.9194__-435.6254;162.0218__171.2577;-1000__-1000;-410.6259__-431.6926;-0.20868__-0.15968;2.9987__2.702;1;7,95E-16;-5.281.018;-5.543.739;-301.287;-3.093.758
HMR_4375;5,850694444;-0.0866;0.14496;1,44E-18;7,33E-18;3,30E-16;-324.7609__-352.3585;201.3025__204.3873;0__-994.1249;-316.7097__-343.3487;-0.22749__-0.21931;2.6571__2.8076;1;1,44E-18;-4.671.744;-4.835.347;-176.874;-2.088.133
HMR_4381;0.85475;0,276388889;0.14496;0.25034;0.25052;0.22923;-46.4735__-41.9604;291.1124__263.6267;-500__0;-42.5115__-40.1486;0.066457__0.057228;2.853__3.176;0;0.25034;-249.081;-2.145.869;1.498.066;1.263.625
HMR_4391;0.76036;0,606944444;0.14496;1,33E-30;2,11E-31;1,79E-24;53.528__75.1281;115.571__129.5633;55.9009__0;54.1886__68.1129;0.075388__0.34956;2.8764__4.2703;1;1,33E-30;-264.078;-89.853;131.972;1.589.741
HMR_4396;3,19375;1,897222222;0.14496;1,96E-268;2,95E-304;9,50E-238;146.2556__241.845;146.2026__203.5914;408.7422__-164.4803;121.4896__211.5818;0.88691__0.66428;3.9734__3.0286;1;1,96E-268;338.542;760.542;2.348.382;379.112
Histidine metabolism;;;;;;;;;;;;;;;;;;;
HMR_4658;1;0;1;none;none;none;0__0;0__0;0__0;0__0;none;none;none;none;0;0;0;0
Miscellaneous;;;;;;;;;;;;;;;;;;;
HMR_4201;0.26432;2,870833333;0.14496;0;0;0;80.33361__112.644;50.7022__40.8339;0__-1.0037e-16;73.60704__107.4175;1.0556__0.77913;5.1049__4.4026;1;0;433.786;838.827;1.087.711;1.375.402
