reaction;jaccardindex;KolmogorovSmirnow;KolmogorovSmirenow_pvalue;T - test_pvalue;Anova_pvalue;Wilcoxon_Mann_Whitney_pvalue;Mean;Std;Mode;Median;skew;kurt;Ttest_H;Ttest_pvalue;minFlux_lungmetastasis;minFlux_brainmetastasis;maxFlux_lungmetastasis;maxFlux_brainmetastasis
Acyl-CoA hydrolysis;;;;;;;;;;;;;;;;;;;
HMR_6634;0.50369;-0.2492;0.14496;2,31E-172;4,67E-170;2,58E-195;0.00165__0.001451;0.00053898__0.00044759;0.00050436__0.0032168;0.0016321__0.0014298;1.979__1.0374;17.5475__9.3512;1;2,31E-172;0.0013298;0.0011569;0.001922;0.0017151
HMR_6638;0.50369;-0.2492;0.14496;2,31E-172;4,67E-170;2,58E-195;0.00165__0.001451;0.00053898__0.00044759;0.00050436__0.0032168;0.0016321__0.0014298;1.979__1.0374;17.5475__9.3512;1;2,31E-172;0.0013298;0.0011569;0.001922;0.0017151
HMR_6641;0.50369;-0.2492;0.14496;2,31E-172;4,67E-170;2,58E-195;0.0008226__0.00072338;0.00026871__0.00022315;0.00025145__0.0016037;0.00081368__0.00071283;1.979__1.0374;17.5475__9.3512;1;2,31E-172;0.00066295;0.0005768;0.00095819;0.00085505
HMR_6642;0.50369;-0.2492;0.14496;2,31E-172;4,67E-170;2,58E-195;0.0008226__0.00072338;0.00026871__0.00022315;0.00025145__0.0016037;0.00081368__0.00071283;1.979__1.0374;17.5475__9.3512;1;2,31E-172;0.00066295;0.0005768;0.00095819;0.00085505
HMR_6644;0.50369;-0.2492;0.14496;2,31E-172;4,67E-170;2,58E-195;0.00165__0.001451;0.00053898__0.00044759;0.00050436__0.0032168;0.0016321__0.0014298;1.979__1.0374;17.5475__9.3512;1;2,31E-172;0.0013298;0.0011569;0.001922;0.0017151
HMR_6648;0.50369;-0.2492;0.14496;2,31E-172;4,67E-170;2,58E-195;0.0008226__0.00072338;0.00026871__0.00022315;0.00025145__0.0016037;0.00081368__0.00071283;1.979__1.0374;17.5475__9.3512;1;2,31E-172;0.00066295;0.0005768;0.00095819;0.00085505
HMR_6649;0.50369;-0.2492;0.14496;2,31E-172;4,67E-170;2,58E-195;0.0008226__0.00072338;0.00026871__0.00022315;0.00025145__0.0016037;0.00081368__0.00071283;1.979__1.0374;17.5475__9.3512;1;2,31E-172;0.00066295;0.0005768;0.00095819;0.00085505
HMR_6650;0.50369;-0.2492;0.14496;2,31E-172;4,67E-170;2,58E-195;0.0008226__0.00072338;0.00026871__0.00022315;0.00025145__-1.705e-14;0.00081368__0.00071283;1.979__1.0374;17.5475__9.3512;1;2,31E-172;0.00066295;0.0005768;0.00095819;0.00085505
HMR_6651;0.50369;-0.2492;0.14496;2,31E-172;4,67E-170;2,58E-195;0.0024726__0.0021743;0.00080769__0.00067074;0.00075581__0.0048205;0.0024458__0.0021426;1.979__1.0374;17.5475__9.3512;1;2,31E-172;0.0019927;0.0017337;0.0028801;0.0025701
HMR_6654;0.50369;-0.2492;0.14496;2,31E-172;4,67E-170;2,58E-195;0.0008226__0.00072338;0.00026871__0.00022315;0.00025145__0.0016037;0.00081368__0.00071283;1.979__1.0374;17.5475__9.3512;1;2,31E-172;0.00066295;0.0005768;0.00095819;0.00085505
HMR_6655;0.50369;-0.2492;0.14496;2,31E-172;4,67E-170;2,58E-195;0.0008226__0.00072338;0.00026871__0.00022315;0.00025145__0.0016037;0.00081368__0.00071283;1.979__1.0374;17.5475__9.3512;1;2,31E-172;0.00066295;0.0005768;0.00095819;0.00085505
HMR_6656;0.50369;-0.2492;0.14496;2,31E-172;4,67E-170;2,58E-195;0.0008226__0.00072338;0.00026871__0.00022315;0.00025145__0.0016037;0.00081368__0.00071283;1.979__1.0374;17.5475__9.3512;1;2,31E-172;0.00066295;0.0005768;0.00095819;0.00085505
HMR_6657;0.50369;-0.2492;0.14496;2,31E-172;4,67E-170;2,58E-195;0.0008226__0.00072338;0.00026871__0.00022315;0.00025145__0.0016037;0.00081368__0.00071283;1.979__1.0374;17.5475__9.3512;1;2,31E-172;0.00066295;0.0005768;0.00095819;0.00085505
HMR_6658;0.50369;-0.2492;0.14496;2,31E-172;4,67E-170;2,58E-195;0.0008226__0.00072338;0.00026871__0.00022315;0.00025145__0.0016037;0.00081368__0.00071283;1.979__1.0374;17.5475__9.3512;1;2,31E-172;0.00066295;0.0005768;0.00095819;0.00085505
HMR_6659;0.50369;1,730555556;0.14496;2,31E-172;4,67E-170;2,58E-195;-0.0008226__-0.00072338;0.00026871__0.00022315;-0.00025145__-0.0016037;-0.00081368__-0.00071283;-1.979__-1.0374;17.5475__9.3512;1;2,31E-172;-0.00095819;-0.00085505;-0.00066295;-0.0005768
HMR_6660;0.50369;1,730555556;0.14496;2,31E-172;4,67E-170;2,58E-195;-0.0008226__-0.00072338;0.00026871__0.00022315;-0.00025145__-0.0016037;-0.00081368__-0.00071283;-1.979__-1.0374;17.5475__9.3512;1;2,31E-172;-0.00095819;-0.00085505;-0.00066295;-0.0005768
HMR_6661;0.50369;1,730555556;0.14496;2,31E-172;4,67E-170;2,58E-195;-0.0024726__-0.0021743;0.00080769__0.00067074;-0.00075581__-0.0048205;-0.0024458__-0.0021426;-1.979__-1.0374;17.5475__9.3512;1;2,31E-172;-0.0028801;-0.0025701;-0.0019927;-0.0017337
HMR_6662;0.50369;1,730555556;0.14496;2,31E-172;4,67E-170;2,58E-195;-0.00165__-0.001451;0.00053898__0.00044759;-0.00050436__-0.0032168;-0.0016321__-0.0014298;-1.979__-1.0374;17.5475__9.3512;1;2,31E-172;-0.001922;-0.0017151;-0.0013298;-0.0011569
HMR_6664;0.50369;-0.2492;0.14496;2,31E-172;4,67E-170;2,58E-195;0.0008226__0.00072338;0.00026871__0.00022315;0.00025145__0.0016037;0.00081368__0.00071283;1.979__1.0374;17.5475__9.3512;1;2,31E-172;0.00066295;0.0005768;0.00095819;0.00085505
HMR_6665;0.50369;-0.2492;0.14496;2,31E-172;4,67E-170;2,58E-195;0.0008226__0.00072338;0.00026871__0.00022315;0.00025145__0.0016037;0.00081368__0.00071283;1.979__1.0374;17.5475__9.3512;1;2,31E-172;0.00066295;0.0005768;0.00095819;0.00085505
HMR_6668;0.50369;-0.2492;0.14496;2,31E-172;4,67E-170;2,58E-195;0.0008226__0.00072338;0.00026871__0.00022315;0.00025145__0.0016037;0.00081368__0.00071283;1.979__1.0374;17.5475__9.3512;1;2,31E-172;0.00066295;0.0005768;0.00095819;0.00085505
HMR_6669;0.50369;-0.2492;0.14496;2,31E-172;4,67E-170;2,58E-195;0.0008226__0.00072338;0.00026871__0.00022315;0.00025145__0.0016037;0.00081368__0.00071283;1.979__1.0374;17.5475__9.3512;1;2,31E-172;0.00066295;0.0005768;0.00095819;0.00085505
HMR_6673;0.50369;1,730555556;0.14496;2,31E-172;4,67E-170;2,58E-195;-0.0008226__-0.00072338;0.00026871__0.00022315;-0.00025145__-0.0016037;-0.00081368__-0.00071283;-1.979__-1.0374;17.5475__9.3512;1;2,31E-172;-0.00095819;-0.00085505;-0.00066295;-0.0005768
HMR_6675;0.50369;1,730555556;0.14496;2,31E-172;4,67E-170;2,58E-195;-0.0008226__-0.00072338;0.00026871__0.00022315;-0.0017343__-0.0016037;-0.00081368__-0.00071283;-1.979__-1.0374;17.5475__9.3512;1;2,31E-172;-0.00095819;-0.00085505;-0.00066295;-0.0005768
HMR_6677;0.50369;-0.2492;0.14496;2,31E-172;4,67E-170;2,58E-195;0.0008226__0.00072338;0.00026871__0.00022315;0.00025145__0.0016037;0.00081368__0.00071283;1.979__1.0374;17.5475__9.3512;1;2,31E-172;0.00066295;0.0005768;0.00095819;0.00085505
HMR_6678;0.50369;-0.2492;0.14496;2,31E-172;4,67E-170;2,58E-195;0.0008226__0.00072338;0.00026871__0.00022315;0.00025145__0.0016037;0.00081368__0.00071283;1.979__1.0374;17.5475__9.3512;1;2,31E-172;0.00066295;0.0005768;0.00095819;0.00085505
HMR_6682;0.50369;-0.2492;0.14496;2,31E-172;4,67E-170;2,58E-195;0.00165__0.001451;0.00053898__0.00044759;0.00050436__0.0032168;0.0016321__0.0014298;1.979__1.0374;17.5475__9.3512;1;2,31E-172;0.0013298;0.0011569;0.001922;0.0017151
HMR_6687;0.50369;-0.2492;0.14496;2,31E-172;4,67E-170;2,58E-195;0.00165__0.001451;0.00053898__0.00044759;0.00050436__0.0032168;0.0016321__0.0014298;1.979__1.0374;17.5475__9.3512;1;2,31E-172;0.0013298;0.0011569;0.001922;0.0017151
HMR_6690;0.50369;1,730555556;0.14496;2,31E-172;4,67E-170;2,58E-195;-0.00165__-0.001451;0.00053898__0.00044759;-0.00050436__-0.0032168;-0.0016321__-0.0014298;-1.979__-1.0374;17.5475__9.3512;1;2,31E-172;-0.001922;-0.0017151;-0.0013298;-0.0011569
HMR_6691;0.50369;1,730555556;0.14496;2,31E-172;4,67E-170;2,58E-195;-0.00165__-0.001451;0.00053898__0.00044759;-0.00050436__-0.0032168;-0.0016321__-0.0014298;-1.979__-1.0374;17.5475__9.3512;1;2,31E-172;-0.001922;-0.0017151;-0.0013298;-0.0011569
HMR_6692;0.50369;-0.2494;0.14496;2,31E-172;4,67E-170;2,57E-195;0.00165__0.001451;0.00053898__0.00044759;0.00050436__-5.6843e-14;0.0016321__0.0014298;1.979__1.0374;17.5475__9.3512;1;2,31E-172;0.0013298;0.0011569;0.001922;0.0017151
HMR_6693;0.50369;-0.2492;0.14496;2,31E-172;4,67E-170;2,58E-195;0.00165__0.001451;0.00053898__0.00044759;0.00050436__0.0032168;0.0016321__0.0014298;1.979__1.0374;17.5475__9.3512;1;2,31E-172;0.0013298;0.0011569;0.001922;0.0017151
HMR_6700;0.50369;-0.2492;0.14496;2,31E-172;4,67E-170;2,58E-195;0.0008226__0.00072338;0.00026871__0.00022315;0.00025145__0.0016037;0.00081368__0.00071283;1.979__1.0374;17.5475__9.3512;1;2,31E-172;0.00066295;0.0005768;0.00095819;0.00085505
HMR_6701;0.50369;-0.2492;0.14496;2,31E-172;4,67E-170;2,58E-195;0.0008226__0.00072338;0.00026871__0.00022315;0.00025145__-1.705e-14;0.00081368__0.00071283;1.979__1.0374;17.5475__9.3512;1;2,31E-172;0.00066295;0.0005768;0.00095819;0.00085505
HMR_6702;0.50369;-0.2492;0.14496;2,31E-172;4,67E-170;2,58E-195;0.0008226__0.00072338;0.00026871__0.00022315;0.00025145__0.0016037;0.00081368__0.00071283;1.979__1.0374;17.5475__9.3512;1;2,31E-172;0.00066295;0.0005768;0.00095819;0.00085505
HMR_6703;0.50369;-0.2492;0.14496;2,31E-172;4,67E-170;2,58E-195;0.0008226__0.00072338;0.00026871__0.00022315;0.00025145__0.0016037;0.00081368__0.00071283;1.979__1.0374;17.5475__9.3512;1;2,31E-172;0.00066295;0.0005768;0.00095819;0.00085505
HMR_8698;0.50369;-0.2492;0.14496;2,31E-172;4,67E-170;2,58E-195;0.0082451__0.0072506;0.0026933__0.0022367;0.0025203__0.016075;0.0081557__0.0071448;1.979__1.0374;17.5475__9.3512;1;2,31E-172;0.0066449;0.0057814;0.0096042;0.0085704
HMR_8702;0.50369;1,730555556;0.14496;2,31E-172;4,67E-170;2,58E-195;-0.00165__-0.001451;0.00053898__0.00044759;-0.00050436__-0.0032168;-0.0016321__-0.0014298;-1.979__-1.0374;17.5475__9.3512;1;2,31E-172;-0.001922;-0.0017151;-0.0013298;-0.0011569
Riboflavin metabolism;;;;;;;;;;;;;;;;;;;
HMR_6507;0.50369;-0.2492;0.14496;2,31E-172;4,67E-170;2,58E-195;0.00165__0.001451;0.00053898__0.00044759;0.00050436__0.0032168;0.0016321__0.0014298;1.979__1.0374;17.5475__9.3512;1;2,31E-172;0.0013298;0.0011569;0.001922;0.0017151
HMR_6509;0.50369;-0.2492;0.14496;2,31E-172;4,67E-170;2,58E-195;0.00165__0.001451;0.00053898__0.00044759;0.00050436__0.0032168;0.0016321__0.0014298;1.979__1.0374;17.5475__9.3512;1;2,31E-172;0.0013298;0.0011569;0.001922;0.0017151
Sphingolipid metabolism;;;;;;;;;;;;;;;;;;;
HMR_0736;0.50369;-0.2492;0.14496;2,31E-172;4,67E-170;2,58E-195;0.54041__0.47523;0.17653__0.1466;0.16519__1.0536;0.53455__0.4683;1.979__1.0374;17.5475__9.3512;1;2,31E-172;0.43553;0.37893;0.62949;0.56173
HMR_0753;0.74312;0,786111111;0.14496;1,54E-43;1,54E-43;8,41E-41;-262.4614__-232.7207;148.2608__141.2862;-0.001008715__-991.7234;-250.3568__-221.3281;-0.6603__-0.59916;3.7944__3.3823;1;1,54E-43;-3.544.442;-325.511;-1.532.367;-1.226.184
HMR_0758;0.73846;-0.1141;0.14505;3,06E-46;3,13E-45;2,23E-42;267.7934__237.4096;148.8356__141.6193;-7.803e-12__3.1778;255.8402__225.9941;0.67037__0.60263;3.852__3.4035;1;3,06E-46;1.582.806;1.272.342;3.597.908;330.015
RE2675C;0.74312;-0.1132;0.14496;1,54E-43;1,54E-43;8,41E-41;262.4614__232.7207;148.2608__141.2862;0.0010087__0.083237;250.3568__221.3281;0.6603__0.59916;3.7944__3.3823;1;1,54E-43;1.532.367;1.226.184;3.544.442;325.511
CRMte;0.50369;-0.2492;0.14496;2,31E-172;4,67E-170;2,57E-195;5.8724__5.1641;1.9183__1.593;-1.19018e-11__11.4489;5.8088__5.0888;1.979__1.0374;17.5475__9.3512;1;2,31E-172;47.328;41.177;68.404;61.042;CRMte;0.50369;-0.2492;0.14496;2,31E-172;4,67E-170;2,57E-195;5.8724__5.1641;1.9183__1.593;-1.19018e-11__11.4489;5.8088__5.0888;1.979__1.0374;17.5475__9.3512;1;2,31E-172;47.328;41.177;68.404;61.042
Starch and sucrose metabolism;;;;;;;;;;;;;;;;;;;
HMR_4122;0.50369;-0.2492;0.14496;2,31E-172;4,67E-170;2,58E-195;0.012384__0.010891;0.0040455__0.0033595;0__-2.5668e-13;0.01225__0.010732;1.979__1.0374;17.5475__9.3512;1;2,31E-172;0.0099809;0.0086838;0.014426;0.012873
HMR_5395;0.53101;-0.2432;0.14496;1,58E-156;3,58E-165;1,90E-173;75.4938__66.6207;24.7837__19.7616;90.8742__0;76.189__65.9131;0.14459__0.3147;3.4496__3.9316;1;1,58E-156;58.93;53.652;917.171;79.143
HMR_5396;0.53101;-0.2432;0.14496;1,58E-156;3,58E-165;1,90E-173;75.4938__66.6207;24.7837__19.7616;90.8742__0;76.189__65.9131;0.14459__0.3147;3.4496__3.9316;1;1,58E-156;58.93;53.652;917.171;79.143
HMR_5397;0.53101;-0.2432;0.14496;1,58E-156;3,58E-165;1,90E-173;75.4938__66.6207;24.7837__19.7616;90.8742__0;76.189__65.9131;0.14459__0.3147;3.4496__3.9316;1;1,58E-156;58.93;53.652;917.171;79.143
HMR_5398;0.53101;-0.2432;0.14496;1,58E-156;3,58E-165;1,90E-173;75.4938__66.6207;24.7837__19.7616;90.8742__0;76.189__65.9131;0.14459__0.3147;3.4496__3.9316;1;1,58E-156;58.93;53.652;917.171;79.143
HMR_5399;0.53101;-0.2432;0.14496;1,58E-156;3,58E-165;1,90E-173;75.4938__66.6207;24.7837__19.7616;90.8742__0;76.189__65.9131;0.14459__0.3147;3.4496__3.9316;1;1,58E-156;58.93;53.652;917.171;79.143
HMR_5400;0.53101;-0.2432;0.14496;1,58E-156;3,58E-165;1,90E-173;75.4938__66.6207;24.7837__19.7616;90.8742__0;76.189__65.9131;0.14459__0.3147;3.4496__3.9316;1;1,58E-156;58.93;53.652;917.171;79.143
HMR_5401;0.53101;-0.2432;0.14496;1,58E-156;3,58E-165;1,90E-173;75.4938__66.6207;24.7837__19.7616;90.8742__0;76.189__65.9131;0.14459__0.3147;3.4496__3.9316;1;1,58E-156;58.93;53.652;917.171;79.143
Steroid metabolism;;;;;;;;;;;;;;;;;;;
UGT1A10r;0.50369;1,730555556;0.14496;2,31E-172;4,67E-170;2,58E-195;-0.0008226__-0.00072338;0.00026871__0.00022315;-0.0017343__-0.0016037;-0.00081368__-0.00071283;-1.979__-1.0374;17.5475__9.3512;1;2,31E-172;-0.00095819;-0.00085505;-0.00066295;-0.0005768
Thiamine metabolism;;;;;;;;;;;;;;;;;;;
HMR_4204;0.50369;-0.2492;0.14496;2,31E-172;4,67E-170;2,58E-195;0.00165__0.001451;0.00053898__0.00044759;0.00050436__0.0032168;0.0016321__0.0014298;1.979__1.0374;17.5475__9.3512;1;2,31E-172;0.0013298;0.0011569;0.001922;0.0017151
Transport reactions;;;;;;;;;;;;;;;;;;;
HMR_0018;0.50369;1,730555556;0.14496;2,31E-172;4,67E-170;2,58E-195;-1.0182__-0.89541;0.33261__0.27622;-2.1467__-3.7017;-1.0072__-0.88235;-1.979__-1.0374;17.5475__9.3512;1;2,31E-172;-11.861;-10.584;-0.82062;-0.71397
HMR_0262;0.74313;-0.1132;0.14496;1,54E-43;1,54E-43;8,43E-42;40.5498__35.9549;22.9062__21.8287;0__0.012365;38.6795__34.1949;0.6603__0.59916;3.7944__3.3823;1;1,54E-43;236.745;189.442;547.611;502.911
HMR_0404;1;-0.4553;0.14522;0;0;0;-1.2034e-15__-4.0164e-15;2.8245e-15__3.8215e-15;-1.6644e-15__0;-1.0771e-15__-4.0861e-15;-0.25149__-0.047261;3.732__3.1723;1;0;-2,72E-11;-6,67E-11;4,60E-12;-1,56E-11
HMR_0444;0.50369;-0.2492;0.14496;2,31E-172;4,67E-170;2,58E-195;0.00165__0.001451;0.00053898__0.00044759;0.00050436__-3.4198e-14;0.0016321__0.0014298;1.979__1.0374;17.5475__9.3512;1;2,31E-172;0.0013298;0.0011569;0.001922;0.0017151
HMR_3959;0.53155;-0.2928;0.14496;2,21E-230;8,77E-208;1,64E-199;-436.5793__-534.2641;224.4788__214.8539;-500__-500;-426.7863__-540.9293;-0.077212__0.22699;2.2417__2.385;1;2,21E-230;-6.105.826;-7.035.511;-2.707.799;-3.805.434
HMR_4063;0.50369;1,730555556;0.14496;2,31E-172;4,67E-170;2,58E-195;-0.00165__-0.001451;0.00053898__0.00044759;-0.00050436__-0.0032168;-0.0016321__-0.0014298;-1.979__-1.0374;17.5475__9.3512;1;2,31E-172;-0.001922;-0.0017151;-0.0013298;-0.0011569
HMR_4845;0.57333;1,445138889;0.14505;6,48E-148;8,31E-132;1,21E-117;224.5059__294.7412;181.7587__215.6961;0__500;178.2195__253.133;1.1317__0.79711;3.9945__3.0295;1;6,48E-148;831.881;1.195.404;3.192.589;4.315.364
HMR_4847;0.40609;2,084722222;0.14513;8.3596e-321;0;0;-342.3039__-202.654;232.7023__245.8112;-1000__-500;-344.3035__-200.1447;0.06526__0.13764;2.6613__3.2726;1;8.3596e-321;-5.103.462;-369.29;-177.164;-372.314
HMR_4848;0.81453;-0.0637;0.14505;8,56E-27;1,84E-26;4,37E-17;196.3479__171.937;159.953__139.8227;-5.684342e-14__500;154.0032__137.4213;1.107__1.0615;4.0079__3.9311;1;8,56E-27;716.427;602.258;2.853.006;2.549.723
HMR_4882;0.73849;0,85;0.14496;4,29E-37;7,11E-37;4,70E-40;454.0145__484.4579;167.2704__157.6424;1000__1000;451.1204__485.0153;0.20992__-0.022209;2.9062__2.6378;1;4,29E-37;333.789;3.714.943;5.664.514;5.977.827
HMR_4885;0.54512;-0.2126;0.14496;6,75E-159;6,84E-162;3,45E-155;-195.0021__-303.9736;289.717__265.89;-1000__-1000;-189.2153__-298.9711;-0.056343__0.053952;2.814__2.6233;1;6,75E-159;-3.927.784;-4.954.604;56.716;-119.599
HMR_4896;4,470833333;-0.1756;0.14513;2.33e-101;1,37E-96;1,43E-100;-222.6078__-287.4538;214.3191__213.961;-1000__-1000;-205.7799__-286.0088;-0.25627__-0.1176;3.1595__2.8906;1;2.33e-101;-3.643.545;-4.330.663;-750.303;-1.338.493
HMR_4947;0.73057;0,961111111;0.14496;1,25E-45;2,42E-45;2,56E-42;-478.1979__-450.0218;130.7254__138.2838;-1000__-1000;-472.5923__-445.789;-0.21817__-0.14326;3.0967__2.788;1;1,25E-45;-564.324;-5.441.543;-3.882.489;-3.509.207
HMR_4948;0.44034;-0.2832;0.14496;4,87E-269;1,78E-275;2,96E-276;388.1042__285.0393;201.1418__200.3861;499.3825__999.429;392.6601__274.1307;-0.098268__0.2401;2.8589__2.9055;1;4,87E-269;2.483.443;136.318;5.311.654;4.222.103
HMR_4958;0.42484;-0.2626;0.14496;4,01E-263;3,82E-296;1,17E-282;368.6713__235.0015;246.0743__255.6064;1000__500;381.6984__247.3039;-0.37919__-0.14324;3.4358__2.5491;1;4,01E-263;2.124.851;535.167;5.343.294;4.167.551
HMR_4969;0.50369;1,731944444;0.14496;2,31E-172;4,67E-170;2,58E-195;-0.075152__-0.066087;0.024549__0.020386;-0.31688__-0.27321;-0.074337__-0.065123;-1.979__-1.0374;17.5475__9.3512;1;2,31E-172;-0.087539;-0.078117;-0.060567;-0.052696
HMR_4980;0;-0.7016;0.14496;0;0;0;197.0771__112.3647;73.145__40.7884;-6.8222e-11__-3.1717e-16;189.6059__107.152;0.74697__0.77879;5.3784__4.3973;1;0;1.441.723;836.343;2.433.735;1.371.805
HMR_4990;0.59811;1,168055556;0.14496;6,08E-113;6,24E-113;1,01E-115;-335.0436__-281.0426;170.5273__159.3076;-500__-500;-336.993__-281.1763;0.20507__-0.0083008;4.5807__3.1417;1;6,08E-113;-4.457.797;-3.895.735;-2.269.783;-173.931
HMR_4992;0.80947;0,522222222;0.14496;4,16E-14;5,42E-13;2,13E-15;32.7632__61.0632;259.2211__216.1529;500__500;21.5533__43.0072;0.24665__0.22607;3.3307__3.8018;1;4,16E-14;-1.326.824;-723.971;1.909.625;1.926.655
HMR_5032;0.42043;-0.3212;0.14513;0;2.4369e-319;9,09E-293;-217.2037__-379.2808;310.4339__277.7067;-1000__-1000;-236.7051__-394.6634;0.35966__0.42156;3.0811__3.1242;1;0;-4.376.649;-5.840.805;-181.878;-1.997.465
HMR_5037;0.50369;1,731944444;0.14496;2,31E-172;4,67E-170;2,58E-195;-1.8168__-1.5977;0.59349__0.49285;-7.6607__-6.6049;-1.7971__-1.5744;-1.979__-1.0374;17.5475__9.3512;1;2,31E-172;-21.163;-18.885;-14.642;-12.739
HMR_5070;0.50369;1,730555556;0.14496;2,31E-172;4,67E-170;2,58E-195;-4.8963__-4.3058;1.5994__1.3282;-1.4967__-9.5459;-4.8432__-4.243;-1.979__-1.0374;17.5475__9.3512;1;2,31E-172;-57.034;-50.895;-39.461;-34.333
HMR_5078;0.50369;1,730555556;0.14496;2,31E-172;4,67E-170;2,58E-195;-12.0297__-10.5787;3.9296__3.2633;-25.3619__-43.7328;-11.8992__-10.4244;-1.979__-1.0374;17.5475__9.3512;1;2,31E-172;-140.126;-125.044;-9.695;-84.351
HMR_5082;0.50369;1,730555556;0.14496;2,31E-172;4,67E-170;2,58E-195;-8.1192__-7.1399;2.6522__2.2025;-17.1175__-15.8291;-8.0312__-7.0357;-1.979__-1.0374;17.5475__9.3512;1;2,31E-172;-94.575;-84.396;-65.435;-56.931
HMR_5088;0.50369;-0.2492;0.14496;2,31E-172;4,67E-170;2,58E-195;8.0003__7.0353;2.6134__2.1702;2.44548__15.5972;7.9135__6.9327;1.979__1.0374;17.5475__9.3512;1;2,31E-172;64.476;56.097;9.319;83.159
HMR_5089;0.50369;1,730555556;0.14496;2,31E-172;4,67E-170;2,58E-195;-14.3582__-12.6264;4.6903__3.895;-30.2711__-52.198;-14.2025__-12.4422;-1.979__-1.0374;17.5475__9.3512;1;2,31E-172;-16.725;-149.248;-115.717;-100.679
HMR_5091;0.24312;3,021527778;0.14522;0;0;0;245.1746__378.3361;147.587__171.5352;0__0;232.7518__381.9285;0.71511__0.01056;3.9261__2.3405;1;0;1.326.485;2.487.628;3.387.513;5.027.928
HMR_5092;0.50369;1,730555556;0.14496;2,31E-172;4,67E-170;2,58E-195;-9.5989__-8.4411;3.1356__2.6039;-2.93416__-18.714;-9.4948__-8.318;-1.979__-1.0374;17.5475__9.3512;1;2,31E-172;-111.812;-99.777;-7.736;-67.307
HMR_5296;0.26432;-0.4134;0.14496;0;0;0;-80.33361__-112.644;50.7022__40.8339;0__-408.9785;-73.60704__-107.4175;-1.0556__-0.77913;5.1049__4.4026;1;0;-1.087.711;-1.375.402;-433.786;-838.827
HMR_5303;0.75115;0,675694444;0.14522;2,46E-36;8,57E-38;8,71E-34;78.39258__138.6165;325.363__301.5592;0__1000;82.04224__139.7834;-0.1416__-0.11942;2.8286__2.6946;1;2,46E-36;-1.381.338;-65.827;3.105.105;3.628.795
HMR_5436;0.63026;-0.1831;0.14505;2,87E-107;1,17E-102;1,35E-89;109.854__82.74525;97.9477__74.1282;0__0;86.8937__63.2496;2.1226__1.7112;11.7985__8.35331;1;2,87E-107;388.623;261.865;1.541.597;1.195.187
HMR_5462;0.50369;-0.2492;0.14496;2,31E-172;4,67E-170;2,58E-195;2.104__1.8502;0.68728__0.57074;0.64313__4.1019;2.0811__1.8232;1.979__1.0374;17.5475__9.3512;1;2,31E-172;16.956;14.753;24.508;2.187
HMR_5907;0.50369;-0.2492;0.14496;2,31E-172;4,67E-170;2,58E-195;0.00165__0.001451;0.00053898__0.00044759;0.00050436__0.0032168;0.0016321__0.0014298;1.979__1.0374;17.5475__9.3512;1;2,31E-172;0.0013298;0.0011569;0.001922;0.0017151
HMR_6038;0.59151;0,147916667;0.14496;5,80E-155;1.51e-141;5,52E-129;165.9454__214.7653;125.3587__144.3599;0__0;139.425__197.5639;0.82826__0.74666;3.1129__3.5217;1;5,80E-155;633.576;990.606;2.451.471;3.103.316
HMR_6049;0.50369;-0.2492;0.14496;2,31E-172;4,67E-170;2,58E-195;0.017303__0.015216;0.0056523__0.0046939;0.0052892__-2.2284e-12;0.017116__0.014994;1.979__1.0374;17.5475__9.3512;1;2,31E-172;0.013945;0.012133;0.020155;0.017986
HMR_6060;0.50369;1,730555556;0.14496;2,31E-172;4,67E-170;2.58e-199;-0.34878__-0.30671;0.11393__0.094614;-0.10661__-1.268;-0.345__-0.30224;-1.979__-1.0374;17.5475__9.3512;1;2,31E-172;-0.40627;-0.36254;-0.28109;-0.24456
HMR_6068;0.77084;-0.0912;0.14496;1,39E-28;3,00E-25;1,91E-30;-41.9157__-74.8766;201.257__213.1006;0__-999.0563;-33.5362__-80.4907;-0.066697__0.1244;3.0531__3.0787;1;1,39E-28;-1.810.482;-228.179;945.918;677.579
HMR_6071;0.77085;0,633333333;0.14496;1,39E-27;3,00E-25;1,91E-30;41.9161__74.877;201.257__213.1006;-873.6224__-726.8911;33.5367__80.4911;0.066697__-0.1244;3.0531__3.0787;1;1,39E-27;-945.913;-677.576;1.810.486;2.281.793
HMR_6108;0.50369;1,730555556;0.14496;2,31E-172;4,67E-170;2,58E-195;-0.0004113__-0.00036169;0.00013435__0.00011157;-0.00012572__-0.00080187;-0.00040684__-0.00035641;-1.979__-1.0374;17.5475__9.3512;1;2,31E-172;-0.0004791;-0.00042753;-0.00033148;-0.0002884
HMR_6250;0.50369;1,730555556;0.14496;2,31E-172;4,67E-170;2,58E-195;-0.0004113__-0.00036169;0.00013435__0.00011157;-0.00012572__-0.00080187;-0.00040684__-0.00035641;-1.979__-1.0374;17.5475__9.3512;1;2,31E-172;-0.0004791;-0.00042753;-0.00033148;-0.0002884
HMR_6381;0.50369;-0.2492;0.14496;2,31E-172;4,67E-170;2,58E-195;14.6044__12.8429;4.7707__3.9618;4.46421__28.4727;14.4461__12.6556;1.979__1.0374;17.5475__9.3512;1;2,31E-172;117.701;102.405;170.118;151.807
